pain,dizzi,headach,tire,weak,fatigu,doe,cough,numb,discomfort,nausea,angina,sick,swell,nervou,confus,regurgit,spasm,spell,exert,faint,ach,tremor,burn,fit,cramp,vomit,flush,tingl,fluctuat,sob,shake,ill,rash,sore,exhaust,spot,fever,syncop,apnea,lighthead,vertigo,trembl,mass,stiff,bloat,lightheaded,nightmar,tired,wheez,breathless,dull,flare,insomnia,constip,miser,seizur,belch,heartburn,indigest,nauseat,agit,chill,dizzy,tender,blackout,hive,sluggish,sneez,tens,blotchi,letharg,lethargi,trigemini,hungri,giddi,nauseou,sleepless,ailment,jerk,lazi,malais,nervous,prickl,snore,tinnitu,convuls,dyspnoea,sigh,burp,imbal,restless,stagger,suffoc,wast,clumsi,dystonia,fascicul,floppi,gasp,hemiplegia,jaundic,quiver,woozi,apnoea,arthralgia,ataxia,blush,gurgl,halo,hangov,hoars,hunger,photophobia,polyuria,qol,rigor,rundown,spastic,wheezi,
0.118858164,0.025042443,0.021803122,0.013081873,0.013081873,0.012708106,0.012458927,0.010839267,0.010091731,0.008970427,0.008721249,0.00859666,0.00859666,0.008347481,0.008098303,0.007973713,0.007849124,0.007849124,0.007475356,0.007350767,0.007350767,0.00685241,0.006354053,0.005357339,0.004983571,0.004858982,0.004858982,0.004734392,0.004609803,0.004360624,0.004360624,0.004236035,0.003986857,0.003862267,0.003862267,0.003737678,0.003737678,0.003613089,0.003613089,0.00336391,0.00336391,0.002865553,0.002740964,0.002367196,0.002242607,0.002118018,0.001993428,0.001993428,0.001993428,0.001993428,0.001868839,0.00174425,0.00174425,0.00174425,0.001619661,0.001619661,0.001619661,0.001495071,0.001495071,0.001495071,0.001495071,0.001245893,0.001245893,0.001245893,0.001245893,0.001121303,0.001121303,0.001121303,0.001121303,0.001121303,0.000996714,0.000996714,0.000996714,0.000996714,0.000872125,0.000747536,0.000747536,0.000747536,0.000622946,0.000622946,0.000622946,0.000622946,0.000622946,0.000622946,0.000622946,0.000622946,0.000498357,0.000498357,0.000498357,0.000373768,0.000373768,0.000373768,0.000373768,0.000373768,0.000373768,0.000249179,0.000249179,0.000249179,0.000249179,0.000249179,0.000249179,0.000249179,0.000249179,0.000249179,0.000124589,0.000124589,0.000124589,0.000124589,0.000124589,0.000124589,0.000124589,0.000124589,0.000124589,0.000124589,0.000124589,0.000124589,0.000124589,0.000124589,0.000124589,0.000124589,0
