,abus,addict,adhd,agoraphobia,alcohol,analgesia,anxieti,anxiou,anxious,apathi,aphasia,autism,bing,blackout,block,caffein,confus,depress,dereal,despond,disori,disorient,drowsi,drunk,dysthymia,flashback,forget,frenzi,gad,hallucin,hyper,hypervigil,hypochondria,icd,impati,manic,mci,mdi,moodi,neurosi,nightmar,obsess,ocd,phobia,pot,psych,psycholog,psychot,ptsd,pund,schizophrenia,sleepi,somnol,spray,ssd,stubborn,suffer,tens,tension,violent,weed,withdraw
0,0.001868420454268443,0.0017438590906505467,0.000622806818089481,0.00037368409085368855,0.01108596136199276,0.00024912272723579237,0.04745787953841845,0.005605261362805329,0.0009964909089431695,0.00037368409085368855,0.00012456136361789618,0.00012456136361789618,0.0008719295453252733,0.0011210522725610657,0.0075982431806916675,0.0061035068172769135,0.007971927271545356,0.013203504543496997,0.00037368409085368855,0.00012456136361789618,0.0007473681817073771,0.00012456136361789618,0.000622806818089481,0.0007473681817073771,0.00024912272723579237,0.00012456136361789618,0.001992981817886339,0.00012456136361789618,0.0011210522725610657,0.00024912272723579237,0.0016192977270326505,0.00024912272723579237,0.00024912272723579237,0.0004982454544715847,0.00037368409085368855,0.00012456136361789618,0.00024912272723579237,0.00024912272723579237,0.000622806818089481,0.00012456136361789618,0.001992981817886339,0.0013701749997968582,0.0009964909089431695,0.0007473681817073771,0.0027403499995937164,0.0014947363634147542,0.0007473681817073771,0.00012456136361789618,0.0004982454544715847,0.00012456136361789618,0.00037368409085368855,0.0022421045451221314,0.0004982454544715847,0.0013701749997968582,0.00012456136361789618,0.00024912272723579237,0.02229648408760342,0.0011210522725610657,0.0016192977270326505,0.0013701749997968582,0.00037368409085368855,0.003238595454065301
